SURVEYR,BYCOND,descrip_E,descrip_F,DEMCODE,QUESTION,TITLE_E,TITLE_F,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_POSITIVE_OR_LEAST_NEGATIVE,NEUTRAL_OR_MIDDLE_CATEGORY,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSCOUNT,DEPT_E,DEPT_F,INDICATORID,INDICATORENG,INDICATORFRA,SUBINDICATORID,SUBINDICATORENG,SUBINDICATORFRA,FACTORS,QUES_TYPE
2022,Q113 = 2,Does not provide services to public,Ne fournit pas de services au public,1057,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,44,4,10,4,0,0,82,4,14,82,4.03,76,4430.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Public Service Availability,1
2020,Q113 = 2,Does not provide services to public,Ne fournit pas de services au public,1057,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",39,46,4,10,2,0,0,85,4,12,85,4.1,77,4042.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Public Service Availability,1
2022,Q114 = 1,National Capital Region,Région de la capitale nationale,1058,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,44,4,10,4,0,0,83,4,14,83,4.04,76,4220.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 1,National Capital Region,Région de la capitale nationale,1058,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",38,46,4,10,2,0,0,84,4,12,84,4.09,77,4074.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 2,Ontario (excluding National Capital Region),Ontario (à l'exception de la région de la capitale nationale),1059,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,43,3,9,3,0,0,86,3,11,86,4.14,79,505.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 2,Ontario (excluding National Capital Region),Ontario (à l'exception de la région de la capitale nationale),1059,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,40,4,10,3,0,0,84,4,13,84,4.11,78,401.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 3,Quebec (excluding National Capital Region),Québec (à l'exception de la région de la capitale nationale),1060,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,46,6,9,3,0,0,82,6,12,82,4.02,76,300.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 3,Quebec (excluding National Capital Region),Québec (à l'exception de la région de la capitale nationale),1060,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",32,51,9,6,3,0,0,83,9,9,83,4.03,76,287.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 6,Yukon,Yukon,1063,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 7,British Columbia,Colombie-Britannique,1064,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",31,50,3,11,6,0,0,81,3,17,81,3.89,72,170.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 7,British Columbia,Colombie-Britannique,1064,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,55,1,7,0,0,0,92,1,7,92,4.23,81,152.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 8,Alberta,Alberta,1065,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,43,3,13,5,0,0,79,3,18,79,3.94,74,85.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 8,Alberta,Alberta,1065,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,41,1,16,1,0,0,82,1,17,82,4.04,76,82.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 9,Saskatchewan,Saskatchewan,1066,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",14,73,0,13,0,0,0,87,0,13,87,3.89,72,15.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 9,Saskatchewan,Saskatchewan,1066,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 10,Manitoba,Manitoba,1067,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",42,49,2,7,1,0,0,91,2,8,91,4.24,81,100.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 10,Manitoba,Manitoba,1067,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",37,50,2,9,3,0,0,87,2,12,87,4.09,77,98.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 11,New Brunswick,Nouveau-Brunswick,1068,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",29,60,6,0,5,0,0,89,6,5,89,4.07,77,20.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 11,New Brunswick,Nouveau-Brunswick,1068,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",27,53,13,7,0,0,0,80,13,7,80,3.99,75,15.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 12,Nova Scotia,Nouvelle-Écosse,1069,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",43,35,4,11,7,0,0,78,4,18,78,3.96,74,85.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 12,Nova Scotia,Nouvelle-Écosse,1069,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",36,56,0,5,2,0,0,93,0,7,93,4.2,80,79.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 13,Prince Edward Island,Île-du-Prince-Édouard,1070,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 13,Prince Edward Island,Île-du-Prince-Édouard,1070,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 14,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1071,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 14,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1071,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q114 = 15,Outside of Canada,À l'extérieur du Canada,1072,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2020,Q114 = 15,Outside of Canada,À l'extérieur du Canada,1072,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Location,1
2022,Q115 = 1,"The bilingual region of Montréal (the counties of Deux-Montagnes, Île-de-Montréal and Île-Jésus, La Prairie, and Vaudreuil)","La région bilingue de Montréal (les comtés de Deux-Montagnes, Île-de-Montréal et Île-Jésus, La Prairie et Vaudreuil)",1073,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,48,4,9,3,0,0,83,4,12,83,4.03,76,210.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2020,Q115 = 1,"The bilingual region of Montréal (the counties of Deux-Montagnes, Île-de-Montréal and Île-Jésus, La Prairie, and Vaudreuil)","La région bilingue de Montréal (les comtés de Deux-Montagnes, Île-de-Montréal et Île-Jésus, La Prairie et Vaudreuil)",1073,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",32,50,9,5,4,0,0,81,9,9,81,4,75,193.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2022,Q115 = 2,"The bilingual regions of other parts of Quebec (the counties of Bonaventure, Gaspé-Est, Brome, Compton, Huntingdon, Missisquoi, Richmond, Sherbrooke, Stanstead, Argenteuil and Pontiac)","Les régions bilingues d'autres secteurs du Québec (les comtés de Bonaventure, Gaspé-Est, Brome, Compton, Huntingdon, Missisquoi, Richmond, Sherbrooke, Stanstead, Argenteuil et Pontiac )",1074,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2020,Q115 = 2,"The bilingual regions of other parts of Quebec (the counties of Bonaventure, Gaspé-Est, Brome, Compton, Huntingdon, Missisquoi, Richmond, Sherbrooke, Stanstead, Argenteuil and Pontiac)","Les régions bilingues d'autres secteurs du Québec (les comtés de Bonaventure, Gaspé-Est, Brome, Compton, Huntingdon, Missisquoi, Richmond, Sherbrooke, Stanstead, Argenteuil et Pontiac )",1074,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2022,Q115 = 3,"The bilingual region of Eastern Ontario (the counties of Glengarry, Prescott, Russell and Stormont)","La région bilingue de l'Est ontarien (les comtés de Glengarry, Prescott, Russell et Stormont)",1075,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2020,Q115 = 3,"The bilingual region of Eastern Ontario (the counties of Glengarry, Prescott, Russell and Stormont)","La région bilingue de l'Est ontarien (les comtés de Glengarry, Prescott, Russell et Stormont)",1075,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",,,,,,,,,,,,,,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2022,Q115 = 4,"The bilingual region of Northern Ontario (the counties of Algoma, Cochrane, Nipissing, Sudbury and Timiskaming)","La région bilingue du Nord de l'Ontario (les comtés d'Algoma, Cochrane, Nipissing, Sudbury et Timiskaming)",1076,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",X,X,X,X,X,X,X,X,X,X,X,X,X,,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2022,Q115 = 5,I do not work in one of these areas,Je ne travaille dans aucune de ces régions,1077,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,44,4,9,3,0,0,85,4,12,85,4.12,78,575.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2020,Q115 = 5,I do not work in one of these areas,Je ne travaille dans aucune de ces régions,1077,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",41,43,4,9,3,0,0,84,4,12,84,4.1,77,479.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Bilingual Location of Work,1
2022,Q106 = 7,Language requirement of position  - Dont know,Exigences linguistiques du poste - Ne sais pas,1980,Q01,"Question 1. I have the tools, technology and equipment I need to do my job.","Question 1. Je dispose des outils, de la technologie et de l'équipement dont j'ai besoin pour effectuer mon travail.",35,44,5,11,4,0,0,80,5,16,80,3.95,74,170.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,14,Physical environment and equipment,Environnement physique et équipement,Language Requirement,1
2022,Q106 = 1,Language requirement of position  - Bilingual,Exigences linguistiques du poste - Bilingue,1017,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",66,23,5,3,2,1,1,90,5,5,90,4.5,88,2580.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Language Requirement,1
2022,Q106 = 2,Language requirement of position  - Unilingual English,Exigences linguistiques du poste - Unilingue anglais,1018,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",81,13,3,1,1,0,1,95,3,2,95,4.75,94,2460.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Language Requirement,1
2022,Q106 = 3,Language requirement of position  - Unilingual French,Exigences linguistiques du poste - Unilingue français,1019,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",51,12,15,15,0,0,7,67,16,17,67,4.05,76,15.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Language Requirement,1
2022,Q106 = 4,Language requirement of position  - Either English or French,Exigences linguistiques du poste - L'une ou l'autre des deux langues officielles,1020,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",84,12,3,1,1,0,0,96,3,1,96,4.79,95,325.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Language Requirement,1
2022,Q112 = 1,First official language - English,Première langue officielle - Anglais,1054,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",83,12,2,1,1,0,1,97,2,1,97,4.79,95,4200.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Official Language,1
2020,Q112 = 1,First official language - English,Première langue officielle - Anglais,1054,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",85,11,1,1,1,0,1,97,1,2,97,4.8,95,3942.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Official Language,1
2022,Q112 = 2,First official language - French,Première langue officielle - Français,1055,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",46,34,9,7,3,1,1,81,9,10,81,4.15,79,1325.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Official Language,1
2020,Q112 = 2,First official language - French,Première langue officielle - Français,1055,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",50,32,7,6,3,1,1,84,7,9,84,4.24,81,1257.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Official Language,1
2022,Q113 = 1,Provides services to public,Fournit des services au public,1056,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",71,20,4,3,1,0,1,92,4,4,92,4.59,90,1095.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Public Service Availability,1
2020,Q113 = 1,Provides services to public,Fournit des services au public,1056,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",74,18,3,2,2,0,1,93,3,4,93,4.63,91,1177.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Public Service Availability,1
2022,Q113 = 2,Does not provide services to public,Ne fournit pas de services au public,1057,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",75,17,3,2,1,1,1,93,4,3,93,4.65,91,4430.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Public Service Availability,1
2020,Q113 = 2,Does not provide services to public,Ne fournit pas de services au public,1057,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",77,15,3,2,1,1,1,94,3,3,94,4.67,92,4024.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Public Service Availability,1
2022,Q114 = 1,National Capital Region,Région de la capitale nationale,1058,Q02,"Question 2. The material and tools provided for my work, including software and other automated tools, are available in the official language of my choice.","Question 2. Le matériel et les outils mis à ma disposition dans le cadre de mon travail, y compris les logiciels et les autres outils informatisés, sont disponibles dans la langue officielle de mon choix.",74,18,4,2,1,1,1,93,4,3,93,4.63,91,4225.0,Health Canada,Santé Canada,4,Workplace,Milieu de travail,15,Use of official languages,Utilisation des langues officielles,Location,1
